# T_K Q_known Q_missing Q_estimated missing_fraction
1.75254055e+03 7.22548142e+05 1.80918273e+05 9.03466415e+05 2.00249030e-01
1.78984588e+03 7.38966483e+05 1.99007396e+05 9.37973879e+05 2.12167311e-01
1.82794531e+03 7.55497220e+05 2.18604762e+05 9.74101981e+05 2.24416710e-01
1.86685575e+03 7.72133366e+05 2.39809909e+05 1.01194327e+06 2.36979596e-01
1.90659444e+03 7.88867880e+05 2.62727146e+05 1.05159503e+06 2.49836809e-01
1.94717904e+03 8.05693678e+05 2.87465700e+05 1.09315938e+06 2.62967785e-01
1.98862753e+03 8.22603644e+05 3.14139868e+05 1.13674351e+06 2.76350702e-01
2.03095831e+03 8.39590642e+05 3.42869174e+05 1.18245982e+06 2.89962643e-01
2.07419017e+03 8.56647527e+05 3.73778530e+05 1.23042606e+06 3.03779758e-01
2.11834228e+03 8.73767158e+05 4.06998407e+05 1.28076556e+06 3.17777443e-01
2.16343422e+03 8.90942406e+05 4.42665002e+05 1.33360741e+06 3.31930521e-01
2.20948602e+03 9.08166168e+05 4.80920426e+05 1.38908659e+06 3.46213424e-01
2.25651809e+03 9.25431371e+05 5.21912886e+05 1.44734426e+06 3.60600378e-01
2.30455131e+03 9.42730992e+05 5.65796882e+05 1.50852787e+06 3.75065580e-01
2.35360698e+03 9.60058055e+05 6.12733411e+05 1.57279147e+06 3.89583377e-01
2.40370688e+03 9.77405652e+05 6.62890181e+05 1.64029583e+06 4.04128431e-01
2.45487322e+03 9.94766943e+05 7.16441826e+05 1.71120877e+06 4.18675874e-01
2.50712871e+03 1.01213517e+06 7.73570148e+05 1.78570532e+06 4.33201459e-01
2.56049654e+03 1.02950366e+06 8.34464349e+05 1.86396801e+06 4.47681691e-01
2.61500037e+03 1.04686583e+06 8.99321294e+05 1.94618713e+06 4.62093948e-01
2.67066440e+03 1.06421522e+06 9.68345770e+05 2.03256099e+06 4.76416586e-01
2.72751331e+03 1.08154546e+06 1.04175077e+06 2.12329623e+06 4.90629030e-01
2.78557234e+03 1.09885030e+06 1.11975777e+06 2.21860807e+06 5.04711846e-01
2.84486723e+03 1.11612360e+06 1.20259708e+06 2.31872067e+06 5.18646808e-01
2.90542431e+03 1.13335937e+06 1.29050808e+06 2.42386745e+06 5.32416936e-01
2.96727042e+03 1.15055173e+06 1.38373965e+06 2.53429138e+06 5.46006533e-01
3.03043302e+03 1.16769495e+06 1.48255046e+06 2.65024541e+06 5.59401199e-01
3.09494013e+03 1.18478343e+06 1.58720938e+06 2.77199281e+06 5.72587840e-01
3.16082036e+03 1.20181173e+06 1.69799581e+06 2.89980754e+06 5.85554657e-01
3.22810294e+03 1.21877453e+06 1.81520016e+06 3.03397469e+06 5.98291135e-01
3.29681774e+03 1.23566668e+06 1.93912422e+06 3.17479090e+06 6.10788011e-01
3.36699522e+03 1.25248318e+06 2.07008163e+06 3.32256481e+06 6.23037246e-01
3.43866654e+03 1.26921918e+06 2.20839834e+06 3.47761752e+06 6.35031980e-01
3.51186348e+03 1.28587000e+06 2.35441311e+06 3.64028311e+06 6.46766485e-01
3.58661852e+03 1.30243109e+06 2.50847801e+06 3.81090910e+06 6.58236118e-01
3.66296483e+03 1.31889808e+06 2.67095897e+06 3.98985705e+06 6.69437259e-01
3.74093628e+03 1.33526677e+06 2.84223631e+06 4.17750308e+06 6.80367257e-01
3.82056746e+03 1.35153309e+06 3.02270540e+06 4.37423849e+06 6.91024370e-01
3.90189371e+03 1.36769316e+06 3.21277718e+06 4.58047034e+06 7.01407704e-01
3.98495111e+03 1.38374324e+06 3.41287890e+06 4.79662214e+06 7.11517148e-01
4.06977649e+03 1.39967976e+06 3.62345472e+06 5.02313448e+06 7.21353318e-01
4.15640751e+03 1.41549930e+06 3.84496646e+06 5.26046576e+06 7.30917495e-01
4.24488260e+03 1.43119863e+06 4.07789430e+06 5.50909293e+06 7.40211566e-01
4.33524100e+03 1.44677463e+06 4.32273762e+06 5.76951224e+06 7.49237965e-01
4.42752281e+03 1.46222437e+06 4.58001570e+06 6.04224007e+06 7.57999624e-01
4.52176897e+03 1.47754506e+06 4.85026866e+06 6.32781372e+06 7.66499912e-01
4.61802130e+03 1.49273408e+06 5.13405829e+06 6.62679237e+06 7.74742591e-01
4.71632250e+03 1.50778894e+06 5.43196898e+06 6.93975791e+06 7.82731767e-01
4.81671617e+03 1.52270730e+06 5.74460866e+06 7.26731596e+06 7.90471845e-01
4.91924687e+03 1.53748699e+06 6.07260984e+06 7.61009683e+06 7.97967486e-01
5.02396008e+03 1.55212596e+06 6.41663063e+06 7.96875660e+06 8.05223570e-01
5.13090227e+03 1.56662232e+06 6.77735583e+06 8.34397815e+06 8.12245156e-01
5.24012087e+03 1.58097429e+06 7.15549808e+06 8.73647238e+06 8.19037453e-01
5.35166434e+03 1.59518027e+06 7.55179904e+06 9.14697931e+06 8.25605785e-01
5.46558218e+03 1.60923876e+06 7.96703063e+06 9.57626939e+06 8.31955567e-01
5.58192492e+03 1.62314840e+06 8.40199633e+06 1.00251447e+07 8.38092272e-01
5.70074418e+03 1.63690796e+06 8.85753255e+06 1.04944405e+07 8.44021417e-01
5.82209269e+03 1.65051634e+06 9.33450997e+06 1.09850263e+07 8.49748531e-01
5.94602426e+03 1.66397254e+06 9.83383511e+06 1.14978077e+07 8.55279146e-01
6.07259390e+03 1.67727571e+06 1.03564518e+07 1.20337275e+07 8.60618772e-01
6.20185776e+03 1.69042509e+06 1.09033426e+07 1.25937677e+07 8.65772886e-01
6.33387318e+03 1.70342004e+06 1.14755311e+07 1.31789511e+07 8.70746918e-01
6.46869874e+03 1.71626004e+06 1.20740826e+07 1.37903427e+07 8.75546237e-01
6.60639425e+03 1.72894465e+06 1.27001071e+07 1.44290517e+07 8.80176141e-01
6.74702081e+03 1.74147356e+06 1.33547602e+07 1.50962337e+07 8.84641852e-01
6.89064081e+03 1.75384654e+06 1.40392457e+07 1.57930922e+07 8.88948502e-01
7.03731796e+03 1.76606347e+06 1.47548173e+07 1.65208808e+07 8.93101131e-01
7.18711735e+03 1.77812430e+06 1.55027811e+07 1.72809054e+07 8.97104679e-01
7.34010543e+03 1.79002909e+06 1.62844972e+07 1.80745263e+07 9.00963983e-01
7.49635009e+03 1.80177798e+06 1.71013829e+07 1.89031609e+07 9.04683773e-01
7.65592063e+03 1.81337120e+06 1.79549143e+07 1.97682855e+07 9.08268666e-01
7.81888786e+03 1.82480904e+06 1.88466293e+07 2.06714384e+07 9.11723170e-01
7.98532408e+03 1.83609188e+06 1.97781301e+07 2.16142220e+07 9.15051678e-01
8.15530314e+03 1.84722018e+06 2.07510859e+07 2.25983061e+07 9.18258467e-01
8.32890044e+03 1.85819446e+06 2.17672358e+07 2.36254303e+07 9.21347699e-01
8.50619301e+03 1.86901530e+06 2.28283919e+07 2.46974072e+07 9.24323421e-01
8.68725951e+03 1.87968335e+06 2.39364421e+07 2.58161254e+07 9.27189564e-01
8.87218027e+03 1.89019935e+06 2.50933536e+07 2.69835530e+07 9.29949946e-01
9.06103732e+03 1.90056404e+06 2.63011763e+07 2.82017404e+07 9.32608271e-01
9.25391448e+03 1.91077828e+06 2.75620460e+07 2.94728243e+07 9.35168131e-01
9.45089729e+03 1.92084293e+06 2.88781885e+07 3.07990314e+07 9.37633009e-01
9.65207317e+03 1.93075893e+06 3.02519229e+07 3.21826819e+07 9.40006276e-01
9.85753137e+03 1.94052725e+06 3.16856662e+07 3.36261934e+07 9.42291200e-01
1.00673630e+04 1.95014894e+06 3.31819367e+07 3.51320856e+07 9.44490943e-01
1.02816613e+04 1.95962504e+06 3.47433591e+07 3.67029841e+07 9.46608564e-01
1.05005212e+04 1.96895668e+06 3.63726684e+07 3.83416250e+07 9.48647021e-01
1.07240398e+04 1.97814499e+06 3.80727149e+07 4.00508598e+07 9.50609176e-01
1.09523163e+04 1.98719115e+06 3.98464690e+07 4.18336601e+07 9.52497794e-01
1.11854521e+04 1.99609639e+06 4.16970263e+07 4.36931227e+07 9.54315547e-01
1.14235504e+04 2.00486194e+06 4.36276129e+07 4.56324749e+07 9.56065019e-01
1.16667170e+04 2.01348908e+06 4.56415910e+07 4.76550801e+07 9.57748700e-01
1.19150598e+04 2.02197910e+06 4.77424645e+07 4.97644437e+07 9.59369000e-01
1.21686889e+04 2.03033335e+06 4.99338853e+07 5.19642187e+07 9.60928243e-01
1.24277169e+04 2.03855315e+06 5.22196592e+07 5.42582124e+07 9.62428671e-01
1.26922586e+04 2.04663989e+06 5.46037527e+07 5.66503926e+07 9.63872450e-01
1.29624315e+04 2.05459495e+06 5.70902998e+07 5.91448947e+07 9.65261669e-01
1.32383554e+04 2.06241973e+06 5.96836088e+07 6.17460285e+07 9.66598342e-01
1.35201528e+04 2.07011567e+06 6.23881700e+07 6.44582857e+07 9.67884413e-01
1.38079486e+04 2.07768418e+06 6.52086635e+07 6.72863477e+07 9.69121757e-01
1.41018705e+04 2.08512673e+06 6.81499668e+07 7.02350935e+07 9.70312181e-01
1.44020491e+04 2.09244477e+06 7.12171633e+07 7.33096081e+07 9.71457428e-01
1.47086173e+04 2.09963976e+06 7.44155513e+07 7.65151911e+07 9.72559178e-01
1.50217113e+04 2.10671320e+06 7.77506529e+07 7.98573661e+07 9.73619050e-01
1.53414699e+04 2.11366655e+06 8.12282233e+07 8.33418899e+07 9.74638605e-01
1.56680350e+04 2.12050131e+06 8.48542610e+07 8.69747623e+07 9.75619349e-01
1.60015516e+04 2.12721898e+06 8.86350177e+07 9.07622367e+07 9.76562731e-01
1.63421675e+04 2.13382104e+06 9.25770094e+07 9.47108305e+07 9.77470147e-01
1.66900340e+04 2.14030900e+06 9.66870274e+07 9.88273364e+07 9.78342946e-01
1.70453052e+04 2.14668436e+06 1.00972150e+08 1.03118834e+08 9.79182422e-01
1.74081390e+04 2.15294861e+06 1.05439754e+08 1.07592702e+08 9.79989827e-01
1.77786961e+04 2.15910326e+06 1.10097528e+08 1.12256631e+08 9.80766363e-01
1.81571411e+04 2.16514979e+06 1.14953487e+08 1.17118637e+08 9.81513192e-01
1.85436419e+04 2.17108971e+06 1.20015983e+08 1.22187073e+08 9.82231429e-01
1.89383698e+04 2.17692450e+06 1.25293721e+08 1.27470646e+08 9.82922151e-01
1.93415001e+04 2.18265564e+06 1.30795775e+08 1.32978431e+08 9.83586393e-01
1.97532117e+04 2.18828462e+06 1.36531601e+08 1.38719885e+08 9.84225156e-01
2.01736871e+04 2.19381291e+06 1.42511055e+08 1.44704868e+08 9.84839398e-01
2.06031129e+04 2.19924196e+06 1.48744411e+08 1.50943653e+08 9.85430047e-01
2.10416796e+04 2.20457325e+06 1.55242375e+08 1.57446948e+08 9.85997993e-01
2.14895819e+04 2.20980823e+06 1.62016107e+08 1.64225915e+08 9.86544096e-01
2.19470184e+04 2.21494832e+06 1.69077237e+08 1.71292185e+08 9.87069181e-01
2.24141921e+04 2.21999497e+06 1.76437887e+08 1.78657882e+08 9.87574044e-01
2.28913103e+04 2.22494959e+06 1.84110694e+08 1.86335643e+08 9.88059453e-01
2.33785846e+04 2.22981361e+06 1.92108824e+08 1.94338637e+08 9.88526144e-01
2.38762312e+04 2.23458842e+06 2.00446003e+08 2.02680592e+08 9.88974828e-01
2.43844710e+04 2.23927541e+06 2.09136537e+08 2.11375812e+08 9.89406189e-01
2.49035294e+04 2.24387595e+06 2.18195334e+08 2.20439210e+08 9.89820886e-01
2.54336367e+04 2.24839143e+06 2.27637935e+08 2.29886326e+08 9.90219551e-01
2.59750280e+04 2.25282319e+06 2.37480534e+08 2.39733358e+08 9.90602796e-01
2.65279437e+04 2.25717256e+06 2.47740014e+08 2.49997187e+08 9.90971208e-01
2.70926290e+04 2.26144090e+06 2.58433968e+08 2.60695409e+08 9.91325352e-01
2.76693343e+04 2.26562950e+06 2.69580733e+08 2.71846363e+08 9.91665772e-01
2.82583157e+04 2.26973967e+06 2.81199422e+08 2.83469161e+08 9.91992993e-01
2.88598344e+04 2.27377270e+06 2.93309953e+08 2.95583726e+08 9.92307517e-01
2.94741573e+04 2.27772986e+06 3.05933090e+08 3.08210820e+08 9.92609832e-01
3.01015570e+04 2.28161242e+06 3.19090470e+08 3.21372082e+08 9.92900403e-01
3.07423117e+04 2.28542163e+06 3.32804646e+08 3.35090068e+08 9.93179680e-01
3.13967058e+04 2.28915871e+06 3.47099126e+08 3.49388284e+08 9.93448095e-01
3.20650297e+04 2.29282488e+06 3.61998407e+08 3.64291232e+08 9.93706066e-01
3.27475797e+04 2.29642135e+06 3.77528025e+08 3.79824446e+08 9.93953993e-01
3.34446588e+04 2.29994931e+06 3.93714593e+08 3.96014542e+08 9.94192260e-01
3.41565763e+04 2.30340994e+06 4.10585848e+08 4.12889258e+08 9.94421240e-01
3.48836479e+04 2.30680438e+06 4.28170701e+08 4.30477506e+08 9.94641289e-01
3.56261963e+04 2.31013379e+06 4.46499284e+08 4.48809417e+08 9.94852751e-01
3.63845509e+04 2.31339930e+06 4.65602999e+08 4.67916399e+08 9.95055956e-01
3.71590482e+04 2.31660201e+06 4.85514580e+08 4.87831182e+08 9.95251222e-01
3.79500317e+04 2.31974304e+06 5.06268140e+08 5.08587883e+08 9.95438855e-01
3.87578524e+04 2.32282347e+06 5.27899235e+08 5.30222059e+08 9.95619150e-01
3.95828688e+04 2.32584437e+06 5.50444924e+08 5.52770768e+08 9.95792389e-01
4.04254469e+04 2.32880679e+06 5.73943829e+08 5.76272636e+08 9.95958845e-01
4.12859604e+04 2.33171177e+06 5.98436207e+08 6.00767918e+08 9.96118781e-01
4.21647911e+04 2.33456035e+06 6.23964013e+08 6.26298573e+08 9.96272448e-01
4.30623291e+04 2.33735353e+06 6.50570978e+08 6.52908331e+08 9.96420089e-01
4.39789724e+04 2.34009230e+06 6.78302677e+08 6.80642769e+08 9.96561938e-01
4.49151278e+04 2.34277766e+06 7.07206613e+08 7.09549391e+08 9.96698218e-01
4.58712106e+04 2.34541057e+06 7.37332296e+08 7.39677706e+08 9.96829145e-01
4.68476450e+04 2.34799197e+06 7.68731325e+08 7.71079317e+08 9.96954928e-01
4.78448642e+04 2.35052282e+06 8.01457483e+08 8.03808006e+08 9.97075766e-01
4.88633106e+04 2.35300403e+06 8.35566822e+08 8.37919826e+08 9.97191851e-01
4.99034361e+04 2.35543652e+06 8.71117764e+08 8.73473201e+08 9.97303367e-01
5.09657022e+04 2.35782118e+06 9.08171199e+08 9.10529020e+08 9.97410493e-01
5.20505802e+04 2.36015889e+06 9.46790588e+08 9.49150747e+08 9.97513399e-01
5.31585513e+04 2.36245052e+06 9.87042075e+08 9.89404526e+08 9.97612250e-01
5.42901071e+04 2.36469693e+06 1.02899460e+09 1.03135930e+09 9.97707204e-01
5.54457498e+04 2.36689895e+06 1.07272001e+09 1.07508691e+09 9.97798412e-01
5.66259920e+04 2.36905742e+06 1.11829319e+09 1.12066225e+09 9.97886020e-01
5.78313573e+04 2.37117315e+06 1.16579219e+09 1.16816337e+09 9.97970170e-01
5.90623805e+04 2.37324693e+06 1.21529836e+09 1.21767161e+09 9.98050996e-01
6.03196078e+04 2.37527957e+06 1.26689649e+09 1.26927177e+09 9.98128628e-01
6.16035970e+04 2.37727182e+06 1.32067493e+09 1.32305220e+09 9.98203191e-01
6.29149178e+04 2.37922445e+06 1.37672579e+09 1.37910501e+09 9.98274805e-01
6.42541519e+04 2.38113822e+06 1.43514506e+09 1.43752619e+09 9.98343586e-01
6.56218935e+04 2.38301385e+06 1.49603277e+09 1.49841579e+09 9.98409644e-01
6.70187495e+04 2.38485208e+06 1.55949321e+09 1.56187807e+09 9.98473087e-01
6.84453395e+04 2.38665361e+06 1.62563506e+09 1.62802171e+09 9.98534016e-01
6.99022965e+04 2.38841915e+06 1.69457157e+09 1.69695999e+09 9.98592531e-01
7.13902670e+04 2.39014938e+06 1.76642080e+09 1.76881095e+09 9.98648725e-01
7.29099110e+04 2.39184497e+06 1.84130579e+09 1.84369764e+09 9.98702691e-01
7.44619029e+04 2.39350659e+06 1.91935479e+09 1.92174830e+09 9.98754516e-01
7.60469311e+04 2.39513490e+06 2.00070145e+09 2.00309658e+09 9.98804284e-01
7.76656989e+04 2.39673054e+06 2.08548506e+09 2.08788179e+09 9.98852076e-01
7.93189245e+04 2.39829413e+06 2.17385083e+09 2.17624912e+09 9.98897969e-01
8.10073413e+04 2.39982629e+06 2.26595007e+09 2.26834990e+09 9.98942039e-01
8.27316986e+04 2.40132763e+06 2.36194049e+09 2.36434182e+09 9.98984357e-01
8.44927612e+04 2.40279876e+06 2.46198648e+09 2.46438928e+09 9.99024992e-01
8.62913106e+04 2.40424025e+06 2.56625936e+09 2.56866360e+09 9.99064011e-01
8.81281447e+04 2.40565268e+06 2.67493768e+09 2.67734333e+09 9.99101478e-01
9.00040784e+04 2.40703662e+06 2.78820755e+09 2.79061459e+09 9.99137453e-01
9.19199441e+04 2.40839262e+06 2.90626294e+09 2.90867133e+09 9.99171996e-01
9.38765917e+04 2.40972123e+06 3.02930599e+09 3.03171572e+09 9.99205163e-01
9.58748894e+04 2.41102298e+06 3.15754743e+09 3.15995845e+09 9.99237008e-01
9.79157236e+04 2.41229840e+06 3.29120684e+09 3.29361913e+09 9.99267584e-01
1.00000000e+05 2.41354801e+06 3.43051310e+09 3.43292665e+09 9.99296942e-01
