# ['MStar', 'MRate', 'Rdisc', 'Arho0', 'cavity_ang', 'incl']
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58847598 0.00120259 538.27877766 2.66102835 26.93341846 29.64684812
18.58339677 0.00120215 538.35511338 2.65478637 26.92135762 29.64184283
18.58339677 0.00120215 538.35511338 2.65478637 26.92135762 29.64184283
18.52637830 0.00119935 540.88066951 2.38265773 27.36249967 28.65600277
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.45475264 0.00120493 541.47727739 2.29114249 27.01257082 28.45003545
18.41436456 0.00120308 541.67785764 2.27331690 26.97699991 28.49128361
18.41436456 0.00120308 541.67785764 2.27331690 26.97699991 28.49128361
17.57957765 0.00116296 547.71682691 2.06126955 27.22716708 29.05873818
17.57957765 0.00116296 547.71682691 2.06126955 27.22716708 29.05873818
17.57957765 0.00116296 547.71682691 2.06126955 27.22716708 29.05873818
17.59155169 0.00116258 547.72089846 2.05700612 27.17411473 29.06062636
17.59155169 0.00116258 547.72089846 2.05700612 27.17411473 29.06062636
17.59155169 0.00116258 547.72089846 2.05700612 27.17411473 29.06062636
17.59155169 0.00116258 547.72089846 2.05700612 27.17411473 29.06062636
17.59155169 0.00116258 547.72089846 2.05700612 27.17411473 29.06062636
17.59155169 0.00116258 547.72089846 2.05700612 27.17411473 29.06062636
17.59155169 0.00116258 547.72089846 2.05700612 27.17411473 29.06062636
17.44104615 0.00115700 546.66435924 2.07798170 27.67692574 29.12249458
17.44104615 0.00115700 546.66435924 2.07798170 27.67692574 29.12249458
17.44104615 0.00115700 546.66435924 2.07798170 27.67692574 29.12249458
17.44104615 0.00115700 546.66435924 2.07798170 27.67692574 29.12249458
17.43715586 0.00115827 547.71214696 2.03902456 27.45338029 29.26251066
17.43369399 0.00115707 547.30294480 2.04217177 27.52540481 29.19622939
17.43369399 0.00115707 547.30294480 2.04217177 27.52540481 29.19622939
17.43369399 0.00115707 547.30294480 2.04217177 27.52540481 29.19622939
17.43369399 0.00115707 547.30294480 2.04217177 27.52540481 29.19622939
17.43369399 0.00115707 547.30294480 2.04217177 27.52540481 29.19622939
17.43369399 0.00115707 547.30294480 2.04217177 27.52540481 29.19622939
17.49790227 0.00116029 547.72251698 2.02919648 27.26370215 29.11073527
17.50279817 0.00116150 550.05641519 1.90847390 27.27253775 29.19474839
17.54044927 0.00116561 549.92124865 1.90638870 27.23009141 29.13500499
17.54044927 0.00116561 549.92124865 1.90638870 27.23009141 29.13500499
17.54044927 0.00116561 549.92124865 1.90638870 27.23009141 29.13500499
17.54044927 0.00116561 549.92124865 1.90638870 27.23009141 29.13500499
17.54054772 0.00116572 549.93115584 1.90631506 27.22644436 29.13815651
17.54054772 0.00116572 549.93115584 1.90631506 27.22644436 29.13815651
17.54359397 0.00116468 549.98852086 1.90954390 27.26858002 29.13954840
17.54446197 0.00116469 549.95979911 1.91054133 27.27352964 29.13436151
17.54446197 0.00116469 549.95979911 1.91054133 27.27352964 29.13436151
17.54446197 0.00116469 549.95979911 1.91054133 27.27352964 29.13436151
17.54446197 0.00116469 549.95979911 1.91054133 27.27352964 29.13436151
17.54446197 0.00116469 549.95979911 1.91054133 27.27352964 29.13436151
17.54446197 0.00116469 549.95979911 1.91054133 27.27352964 29.13436151
17.54446197 0.00116469 549.95979911 1.91054133 27.27352964 29.13436151
17.54321215 0.00116461 549.93647025 1.91072657 27.28414329 29.13694934
17.54321215 0.00116461 549.93647025 1.91072657 27.28414329 29.13694934
17.54321215 0.00116461 549.93647025 1.91072657 27.28414329 29.13694934
17.53253296 0.00116385 549.90154378 1.91096305 27.31773734 29.14334729
17.53253296 0.00116385 549.90154378 1.91096305 27.31773734 29.14334729
17.53253296 0.00116385 549.90154378 1.91096305 27.31773734 29.14334729
17.53253296 0.00116385 549.90154378 1.91096305 27.31773734 29.14334729
17.53253296 0.00116385 549.90154378 1.91096305 27.31773734 29.14334729
17.53253296 0.00116385 549.90154378 1.91096305 27.31773734 29.14334729
17.53253296 0.00116385 549.90154378 1.91096305 27.31773734 29.14334729
17.49071863 0.00115610 548.65965746 1.95496526 27.58648556 29.08620160
17.49071863 0.00115610 548.65965746 1.95496526 27.58648556 29.08620160
17.49071863 0.00115610 548.65965746 1.95496526 27.58648556 29.08620160
17.51246003 0.00116029 550.65371353 1.86619203 27.41694964 29.16621229
17.51246003 0.00116029 550.65371353 1.86619203 27.41694964 29.16621229
17.51246003 0.00116029 550.65371353 1.86619203 27.41694964 29.16621229
17.51246003 0.00116029 550.65371353 1.86619203 27.41694964 29.16621229
17.51246003 0.00116029 550.65371353 1.86619203 27.41694964 29.16621229
17.51246003 0.00116029 550.65371353 1.86619203 27.41694964 29.16621229
17.50858602 0.00116054 550.57498428 1.86732093 27.39396470 29.16407319
17.50858602 0.00116054 550.57498428 1.86732093 27.39396470 29.16407319
17.46302757 0.00115670 549.49124829 1.86806125 27.62976297 29.10533657
17.41276536 0.00114509 548.00584879 1.89719022 28.03438152 28.97920823
17.40068120 0.00114338 547.93828780 1.89862084 28.07704396 28.99097365
17.40068120 0.00114338 547.93828780 1.89862084 28.07704396 28.99097365
17.40068120 0.00114338 547.93828780 1.89862084 28.07704396 28.99097365
17.35217728 0.00113866 547.91471923 1.89869472 28.14871501 29.03557991
17.46739593 0.00114938 548.44603448 1.89801647 27.64583631 28.93869595
17.46739593 0.00114938 548.44603448 1.89801647 27.64583631 28.93869595
17.46739593 0.00114938 548.44603448 1.89801647 27.64583631 28.93869595
17.47106837 0.00115566 548.34714191 1.88572776 27.45651832 28.93663171
17.47106837 0.00115566 548.34714191 1.88572776 27.45651832 28.93663171
17.47106837 0.00115566 548.34714191 1.88572776 27.45651832 28.93663171
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47349867 0.00115649 548.48810396 1.88302861 27.44072341 28.95257291
17.47586588 0.00115730 548.45670011 1.88061545 27.42541765 28.94883072
17.47586588 0.00115730 548.45670011 1.88061545 27.42541765 28.94883072
17.47586588 0.00115730 548.45670011 1.88061545 27.42541765 28.94883072
17.47586588 0.00115730 548.45670011 1.88061545 27.42541765 28.94883072
17.47586588 0.00115730 548.45670011 1.88061545 27.42541765 28.94883072
17.47586588 0.00115730 548.45670011 1.88061545 27.42541765 28.94883072
17.47586588 0.00115730 548.45670011 1.88061545 27.42541765 28.94883072
17.44321999 0.00115255 548.30447811 1.88446762 27.52740832 28.98208021
17.44321999 0.00115255 548.30447811 1.88446762 27.52740832 28.98208021
17.40228495 0.00113835 548.48958428 1.91014805 27.88309019 29.02109360
17.40228495 0.00113835 548.48958428 1.91014805 27.88309019 29.02109360
17.40228495 0.00113835 548.48958428 1.91014805 27.88309019 29.02109360
17.40228495 0.00113835 548.48958428 1.91014805 27.88309019 29.02109360
17.49030146 0.00115123 550.40030961 1.89175060 27.45274792 29.13701773
17.49030146 0.00115123 550.40030961 1.89175060 27.45274792 29.13701773
17.49030146 0.00115123 550.40030961 1.89175060 27.45274792 29.13701773
17.49030146 0.00115123 550.40030961 1.89175060 27.45274792 29.13701773
17.50179407 0.00116066 549.63636923 1.87318633 27.24975800 29.06444718
17.50179407 0.00116066 549.63636923 1.87318633 27.24975800 29.06444718
17.50179407 0.00116066 549.63636923 1.87318633 27.24975800 29.06444718
17.50179407 0.00116066 549.63636923 1.87318633 27.24975800 29.06444718
17.50179407 0.00116066 549.63636923 1.87318633 27.24975800 29.06444718
17.50179407 0.00116066 549.63636923 1.87318633 27.24975800 29.06444718
17.46795462 0.00114478 550.92107780 1.90608625 27.55215720 29.20348012
17.46795462 0.00114478 550.92107780 1.90608625 27.55215720 29.20348012
17.53111802 0.00115437 550.71020684 1.89957929 27.40336444 29.11206995
17.53111802 0.00115437 550.71020684 1.89957929 27.40336444 29.11206995
17.52905335 0.00115489 550.63794675 1.89869423 27.38744351 29.10911381
17.52905335 0.00115489 550.63794675 1.89869423 27.38744351 29.10911381
17.52905335 0.00115489 550.63794675 1.89869423 27.38744351 29.10911381
17.52905335 0.00115489 550.63794675 1.89869423 27.38744351 29.10911381
17.52905335 0.00115489 550.63794675 1.89869423 27.38744351 29.10911381
17.52905335 0.00115489 550.63794675 1.89869423 27.38744351 29.10911381
17.52905335 0.00115489 550.63794675 1.89869423 27.38744351 29.10911381
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52930565 0.00115584 550.61810640 1.89735263 27.36069107 29.12055121
17.52453453 0.00115595 550.15206123 1.89882424 27.37379064 29.11280761
17.50844280 0.00115756 550.22212115 1.89439241 27.40984244 29.10742320
17.50844280 0.00115756 550.22212115 1.89439241 27.40984244 29.10742320
17.50844280 0.00115756 550.22212115 1.89439241 27.40984244 29.10742320
17.50844280 0.00115756 550.22212115 1.89439241 27.40984244 29.10742320
17.50844280 0.00115756 550.22212115 1.89439241 27.40984244 29.10742320
17.49221686 0.00113300 552.57237104 1.95335930 28.06040503 29.30848409
17.49221686 0.00113300 552.57237104 1.95335930 28.06040503 29.30848409
17.49221686 0.00113300 552.57237104 1.95335930 28.06040503 29.30848409
17.49221686 0.00113300 552.57237104 1.95335930 28.06040503 29.30848409
17.49221686 0.00113300 552.57237104 1.95335930 28.06040503 29.30848409
17.59879869 0.00114878 552.60441577 1.94441976 27.83332746 29.15147487
17.59879869 0.00114878 552.60441577 1.94441976 27.83332746 29.15147487
17.59879869 0.00114878 552.60441577 1.94441976 27.83332746 29.15147487
17.59879869 0.00114878 552.60441577 1.94441976 27.83332746 29.15147487
17.59879869 0.00114878 552.60441577 1.94441976 27.83332746 29.15147487
17.59879869 0.00114878 552.60441577 1.94441976 27.83332746 29.15147487
17.59879869 0.00114878 552.60441577 1.94441976 27.83332746 29.15147487
17.44119390 0.00116552 551.06103224 1.90318795 28.28002969 29.03048269
17.44119390 0.00116552 551.06103224 1.90318795 28.28002969 29.03048269
17.44119390 0.00116552 551.06103224 1.90318795 28.28002969 29.03048269
17.44119390 0.00116552 551.06103224 1.90318795 28.28002969 29.03048269
17.44119390 0.00116552 551.06103224 1.90318795 28.28002969 29.03048269
17.44119390 0.00116552 551.06103224 1.90318795 28.28002969 29.03048269
17.43503179 0.00116579 550.80091300 1.91082277 28.51272907 29.00627785
17.46398261 0.00116935 550.86084688 1.90906679 28.43360631 28.97239399
17.46398261 0.00116935 550.86084688 1.90906679 28.43360631 28.97239399
17.46398261 0.00116935 550.86084688 1.90906679 28.43360631 28.97239399
17.46398261 0.00116935 550.86084688 1.90906679 28.43360631 28.97239399
17.46398261 0.00116935 550.86084688 1.90906679 28.43360631 28.97239399
17.46398261 0.00116935 550.86084688 1.90906679 28.43360631 28.97239399
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.38965304 0.00116276 550.66410014 1.91475795 28.61717242 29.04765499
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.39777732 0.00116014 551.27578913 1.93290321 29.08492788 29.03871466
17.42344968 0.00116686 549.97194879 1.89846915 28.17191911 29.01531751
17.42344968 0.00116686 549.97194879 1.89846915 28.17191911 29.01531751
17.42344968 0.00116686 549.97194879 1.89846915 28.17191911 29.01531751
17.42475034 0.00116699 549.97564027 1.89837820 28.16452439 29.01418015
17.42475034 0.00116699 549.97564027 1.89837820 28.16452439 29.01418015
17.42475034 0.00116699 549.97564027 1.89837820 28.16452439 29.01418015
17.42475034 0.00116699 549.97564027 1.89837820 28.16452439 29.01418015
17.44827654 0.00116933 550.04139257 1.89676832 28.03073208 28.99378301
17.44827654 0.00116933 550.04139257 1.89676832 28.03073208 28.99378301
17.44003665 0.00116499 551.17853475 1.92489040 28.72447242 29.00188259
17.44003665 0.00116499 551.17853475 1.92489040 28.72447242 29.00188259
17.47620131 0.00116389 553.33233381 1.95787304 30.03652646 28.93977790
17.47620131 0.00116389 553.33233381 1.95787304 30.03652646 28.93977790
17.47620131 0.00116389 553.33233381 1.95787304 30.03652646 28.93977790
17.47620131 0.00116389 553.33233381 1.95787304 30.03652646 28.93977790
17.47620131 0.00116389 553.33233381 1.95787304 30.03652646 28.93977790
17.47620131 0.00116389 553.33233381 1.95787304 30.03652646 28.93977790
