# ['MStar', 'MRate', 'incl']
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.22619464 0.00207099 63.00428354
20.41966590 0.00203414 62.42140853
20.41966590 0.00203414 62.42140853
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
20.23606751 0.00200058 61.32253707
