# ['MStar', 'MRate']
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
20.84408986 0.00195986
