# ['MStar', 'MRate', 'Rdisc', 'cavity_ang', 'incl']
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
23.40204835 0.00073178 489.52772745 62.44816291 26.66106841
