# ['MStar', 'MRate', 'molec_abund']
25.36384661 0.00156637 0.00000234
25.36384661 0.00156637 0.00000234
23.50441680 0.00164056 0.00000170
23.02187083 0.00165421 0.00000160
24.76351782 0.00130391 0.00000210
20.17797246 0.00204238 0.00000203
20.17797246 0.00204238 0.00000203
20.17797246 0.00204238 0.00000203
20.17797246 0.00204238 0.00000203
20.17797246 0.00204238 0.00000203
19.89240712 0.00203136 0.00000201
19.87724995 0.00202979 0.00000201
19.96424135 0.00204881 0.00000189
19.87507854 0.00205547 0.00000186
19.87507854 0.00205547 0.00000186
19.87507854 0.00205547 0.00000186
19.87507854 0.00205547 0.00000186
21.63331605 0.00199492 0.00000199
21.63331605 0.00199492 0.00000199
21.63331605 0.00199492 0.00000199
21.63331605 0.00199492 0.00000199
21.63331605 0.00199492 0.00000199
22.27836356 0.00188996 0.00000201
22.50851038 0.00201676 0.00000188
21.97876331 0.00176259 0.00000150
21.97876331 0.00176259 0.00000150
21.97876331 0.00176259 0.00000150
21.97876331 0.00176259 0.00000150
22.47562178 0.00171035 0.00000103
23.37951720 0.00175662 0.00000061
23.37951720 0.00175662 0.00000061
23.37951720 0.00175662 0.00000061
23.37951720 0.00175662 0.00000061
23.37951720 0.00175662 0.00000061
23.37951720 0.00175662 0.00000061
21.85728770 0.00189403 0.00000206
24.50925243 0.00176111 0.00000217
24.50925243 0.00176111 0.00000217
25.56889945 0.00171633 0.00000223
25.56889945 0.00171633 0.00000223
31.02874043 0.00143081 0.00000302
31.02874043 0.00143081 0.00000302
32.53411417 0.00137243 0.00000314
32.53411417 0.00137243 0.00000314
32.53411417 0.00137243 0.00000314
32.53411417 0.00137243 0.00000314
32.53411417 0.00137243 0.00000314
32.53411417 0.00137243 0.00000314
39.31987221 0.00109727 0.00000392
39.31987221 0.00109727 0.00000392
39.31987221 0.00109727 0.00000392
39.31987221 0.00109727 0.00000392
39.31987221 0.00109727 0.00000392
39.31987221 0.00109727 0.00000392
39.31987221 0.00109727 0.00000392
39.31987221 0.00109727 0.00000392
37.33972316 0.00113313 0.00000360
37.33972316 0.00113313 0.00000360
33.99551621 0.00115102 0.00000319
39.05393753 0.00079462 0.00000405
39.05393753 0.00079462 0.00000405
39.05393753 0.00079462 0.00000405
39.05393753 0.00079462 0.00000405
39.05393753 0.00079462 0.00000405
39.05393753 0.00079462 0.00000405
19.29184740 0.00195653 0.00000201
19.29184740 0.00195653 0.00000201
19.01841992 0.00189653 0.00000203
19.01841992 0.00189653 0.00000203
19.01841992 0.00189653 0.00000203
19.01841992 0.00189653 0.00000203
19.01841992 0.00189653 0.00000203
19.01841992 0.00189653 0.00000203
19.19676345 0.00205239 0.00000182
19.61918209 0.00199169 0.00000189
19.61918209 0.00199169 0.00000189
19.48581549 0.00195775 0.00000186
19.48581549 0.00195775 0.00000186
19.48581549 0.00195775 0.00000186
19.48581549 0.00195775 0.00000186
19.48581549 0.00195775 0.00000186
19.48581549 0.00195775 0.00000186
19.48581549 0.00195775 0.00000186
20.55051587 0.00193190 0.00000192
22.91538615 0.00173001 0.00000233
22.91538615 0.00173001 0.00000233
22.91538615 0.00173001 0.00000233
26.75028701 0.00123516 0.00000303
26.75028701 0.00123516 0.00000303
26.72444558 0.00104879 0.00000258
26.75139244 0.00104602 0.00000258
27.38584123 0.00098079 0.00000268
27.38584123 0.00098079 0.00000268
26.62621203 0.00093890 0.00000216
26.62621203 0.00093890 0.00000216
20.53604925 0.00205611 0.00000183
20.53604925 0.00205611 0.00000183
19.87921264 0.00225960 0.00000153
19.87921264 0.00225960 0.00000153
19.86122391 0.00227957 0.00000149
19.58961652 0.00230637 0.00000146
20.09616511 0.00266982 0.00000095
20.26314331 0.00292646 0.00000067
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.30578937 0.00302160 0.00000052
20.41515062 0.00303218 0.00000052
20.41515062 0.00303218 0.00000052
20.41515062 0.00303218 0.00000052
20.41515062 0.00303218 0.00000052
20.41515062 0.00303218 0.00000052
20.41515062 0.00303218 0.00000052
20.32574683 0.00191939 0.00000199
20.32574683 0.00191939 0.00000199
20.58195678 0.00181856 0.00000193
20.91369594 0.00161036 0.00000212
20.91369594 0.00161036 0.00000212
20.96759215 0.00159123 0.00000213
23.21907895 0.00155533 0.00000232
23.23303583 0.00155376 0.00000233
23.23303583 0.00155376 0.00000233
23.70073189 0.00150104 0.00000238
23.70073189 0.00150104 0.00000238
26.31365516 0.00118267 0.00000274
26.31365516 0.00118267 0.00000274
26.31365516 0.00118267 0.00000274
26.31365516 0.00118267 0.00000274
27.56711803 0.00104604 0.00000302
31.74539742 0.00059060 0.00000396
31.74539742 0.00059060 0.00000396
31.74539742 0.00059060 0.00000396
31.74539742 0.00059060 0.00000396
31.74539742 0.00059060 0.00000396
31.74539742 0.00059060 0.00000396
31.74539742 0.00059060 0.00000396
31.93673874 0.00057368 0.00000400
31.93673874 0.00057368 0.00000400
31.93673874 0.00057368 0.00000400
31.93673874 0.00057368 0.00000400
31.93673874 0.00057368 0.00000400
31.90697361 0.00057384 0.00000399
31.90697361 0.00057384 0.00000399
20.69938965 0.00190398 0.00000211
21.33521822 0.00180852 0.00000219
21.81385597 0.00171927 0.00000222
20.89393137 0.00182069 0.00000201
20.89393137 0.00182069 0.00000201
20.89393137 0.00182069 0.00000201
20.86030087 0.00182909 0.00000199
20.86030087 0.00182909 0.00000199
20.86030087 0.00182909 0.00000199
20.24455310 0.00189679 0.00000187
20.25334498 0.00190006 0.00000187
21.92691527 0.00170635 0.00000211
21.92691527 0.00170635 0.00000211
21.63691377 0.00164105 0.00000204
21.47335202 0.00181069 0.00000185
23.04524355 0.00164002 0.00000205
22.94612368 0.00162128 0.00000203
25.41602701 0.00130742 0.00000212
28.08278394 0.00114594 0.00000248
22.38718330 0.00117061 0.00000176
22.99917560 0.00115886 0.00000183
22.99917560 0.00115886 0.00000183
22.99917560 0.00115886 0.00000183
25.55093194 0.00060855 0.00000226
25.55093194 0.00060855 0.00000226
25.55093194 0.00060855 0.00000226
25.55093194 0.00060855 0.00000226
25.55093194 0.00060855 0.00000226
25.55093194 0.00060855 0.00000226
25.55093194 0.00060855 0.00000226
