# ['MStar', 'MRate']
20.11702137 0.00047847
20.11702137 0.00047847
20.11702137 0.00047847
20.28401405 0.00034492
20.28401405 0.00034492
20.28401405 0.00034492
20.28032851 0.00033106
20.21751183 0.00032390
20.21546770 0.00029941
20.01889759 0.00025147
20.29754274 0.00019871
20.29754274 0.00019871
20.29793004 0.00019870
20.29793004 0.00019870
20.70748016 0.00018581
20.70748016 0.00018581
20.42261848 0.00016855
20.54393088 0.00016454
20.65164210 0.00014515
20.81204390 0.00013993
21.12542786 0.00013096
21.12542786 0.00013096
21.32061746 0.00012560
21.32061746 0.00012560
21.32061746 0.00012560
21.32061746 0.00012560
21.43055852 0.00012806
21.52946913 0.00012786
21.52946913 0.00012786
21.52946913 0.00012786
21.86790870 0.00012114
21.92805456 0.00012550
22.30082863 0.00011849
22.30082863 0.00011849
22.64050602 0.00012365
23.72931877 0.00014018
23.72931877 0.00014018
24.71692505 0.00015585
24.71692505 0.00015585
25.59366005 0.00016932
27.93282151 0.00019774
27.93282151 0.00019774
27.93282151 0.00019774
27.93282151 0.00019774
27.93282151 0.00019774
28.28592595 0.00020269
28.28592595 0.00020269
28.28592595 0.00020269
28.32021891 0.00020320
29.58832723 0.00021339
19.95948082 0.00032094
19.95948082 0.00032094
19.95948082 0.00032094
20.06917280 0.00025467
20.16208826 0.00021620
20.16208826 0.00021620
20.16208826 0.00021620
20.05633452 0.00021015
20.05633452 0.00021015
20.11426451 0.00020718
20.23752922 0.00020085
20.23752922 0.00020085
20.23752922 0.00020085
20.03807984 0.00018922
20.03807984 0.00018922
20.03807984 0.00018922
20.10643716 0.00018234
20.12104690 0.00018091
20.39763890 0.00016930
20.39763890 0.00016930
20.11285531 0.00015221
20.11285531 0.00015221
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.22803025 0.00014897
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.24463075 0.00014846
20.61413031 0.00014131
20.61413031 0.00014131
20.61583637 0.00014131
20.61583637 0.00014131
23.83928248 0.00016720
20.20433780 0.00017301
20.20433780 0.00017301
20.20433780 0.00017301
20.20433780 0.00017301
20.20433780 0.00017301
20.20433780 0.00017301
20.35536489 0.00015869
20.35536489 0.00015869
20.35536489 0.00015869
20.35536489 0.00015869
20.61084128 0.00013000
20.72765442 0.00011974
20.72765442 0.00011974
20.72765442 0.00011974
