# ['MStar', 'MRate']
19.82011837 0.00018192
19.82011837 0.00018192
19.82011837 0.00018192
19.82011837 0.00018192
19.82011837 0.00018192
19.88314286 0.00013261
19.88314286 0.00013261
20.54831812 0.00013975
20.73445585 0.00013759
20.73445585 0.00013759
20.73445585 0.00013759
21.12759404 0.00012626
21.12759404 0.00012626
21.12759404 0.00012626
21.33916654 0.00011161
22.11665329 0.00013185
22.11665329 0.00013185
22.11665329 0.00013185
22.11665329 0.00013185
22.11665329 0.00013185
23.02907523 0.00010051
23.11232326 0.00015456
23.11232326 0.00015456
23.11232326 0.00015456
23.11232326 0.00015456
23.11232326 0.00015456
23.11232326 0.00015456
24.71169046 0.00015935
24.71169046 0.00015935
25.04578738 0.00014896
26.87369567 0.00012039
26.87369567 0.00012039
26.87369567 0.00012039
26.87369567 0.00012039
29.34120054 0.00010462
29.34120054 0.00010462
29.34120054 0.00010462
29.34120054 0.00010462
29.34120054 0.00010462
29.34120054 0.00010462
29.34120054 0.00010462
29.34120054 0.00010462
28.34039844 0.00012249
28.34039844 0.00012249
28.61465158 0.00013799
28.61465158 0.00013799
28.61465158 0.00013799
28.56197056 0.00014415
29.08698474 0.00013883
29.08698474 0.00013883
21.07716280 0.00040261
21.44893037 0.00041102
21.44893037 0.00041102
21.22594070 0.00031646
22.16962771 0.00026671
22.46696356 0.00024006
22.46696356 0.00024006
23.15802751 0.00023858
23.30982557 0.00023037
23.30982557 0.00023037
23.30982557 0.00023037
23.32440257 0.00022883
23.32440257 0.00022883
23.32440257 0.00022883
22.00094736 0.00019065
22.00094736 0.00019065
22.00094736 0.00019065
22.00094736 0.00019065
22.00094736 0.00019065
22.04711308 0.00019091
22.51802930 0.00019263
22.51802930 0.00019263
22.59550808 0.00019173
22.59550808 0.00019173
24.00502429 0.00018207
24.17261615 0.00018092
24.17261615 0.00018092
24.35389616 0.00018347
24.35389616 0.00018347
23.95534134 0.00015732
23.95534134 0.00015732
23.95534134 0.00015732
24.02871362 0.00015683
24.50253135 0.00016679
24.81537003 0.00015098
24.81537003 0.00015098
24.79465223 0.00014684
24.79465223 0.00014684
24.79465223 0.00014684
26.05637922 0.00016467
27.91377349 0.00016251
29.86344738 0.00014726
29.86344738 0.00014726
29.86344738 0.00014726
29.86344738 0.00014726
29.86344738 0.00014726
29.86344738 0.00014726
29.86344738 0.00014726
29.86344738 0.00014726
29.86307228 0.00014734
19.98607996 0.00045274
19.98607996 0.00045274
19.98607996 0.00045274
19.96729881 0.00044686
19.92659622 0.00043781
20.08919645 0.00039474
20.12039830 0.00036607
20.12766888 0.00036545
20.08938477 0.00028508
