# ['MStar', 'MRate', 'Rdisc']
23.15751509 0.00196746 183.60684819
23.15751509 0.00196746 183.60684819
23.15864773 0.00196753 183.61628549
21.87600892 0.00177488 213.08754457
20.04846706 0.00172348 244.07571412
20.04846706 0.00172348 244.07571412
18.08725280 0.00150811 301.23729524
18.08725280 0.00150811 301.23729524
17.98007345 0.00147430 306.55538706
17.98007345 0.00147430 306.55538706
17.98007345 0.00147430 306.55538706
17.98007345 0.00147430 306.55538706
19.23186497 0.00154117 310.05990147
22.37107211 0.00170057 314.00614805
22.37107211 0.00170057 314.00614805
22.37107211 0.00170057 314.00614805
22.37107211 0.00170057 314.00614805
22.37107211 0.00170057 314.00614805
22.11951913 0.00160476 321.87709073
22.11951913 0.00160476 321.87709073
22.11951913 0.00160476 321.87709073
22.11951913 0.00160476 321.87709073
21.95365804 0.00148544 333.23316745
21.41555451 0.00109832 370.07571646
21.41555451 0.00109832 370.07571646
21.41555451 0.00109832 370.07571646
21.41555451 0.00109832 370.07571646
21.03704520 0.00107960 392.90977641
22.27448176 0.00112063 407.46225907
22.27448176 0.00112063 407.46225907
23.09956288 0.00112627 400.19827070
23.77111745 0.00107938 388.00401091
23.77111745 0.00107938 388.00401091
23.77111745 0.00107938 388.00401091
24.59011829 0.00100951 384.62697912
25.03523781 0.00096682 387.31526217
25.03523781 0.00096682 387.31526217
25.03523781 0.00096682 387.31526217
26.45533164 0.00090016 401.35625314
26.93209775 0.00088689 419.46889835
26.99084084 0.00088747 422.36736808
26.85103280 0.00088057 427.86587948
28.48349286 0.00080529 439.50404845
29.32085185 0.00081617 440.93233867
29.32085185 0.00081617 440.93233867
29.32085185 0.00081617 440.93233867
29.32085185 0.00081617 440.93233867
31.78458697 0.00080125 483.26912611
31.78458697 0.00080125 483.26912611
31.78458697 0.00080125 483.26912611
31.78458697 0.00080125 483.26912611
31.78458697 0.00080125 483.26912611
31.78458697 0.00080125 483.26912611
32.03740571 0.00085960 489.80326886
32.03740571 0.00085960 489.80326886
