# ['MStar', 'MRate']
20.37414598 0.00055907
20.06518701 0.00053741
19.80780304 0.00048633
19.96470734 0.00048849
19.93080450 0.00055140
19.93080450 0.00055140
19.49163731 0.00049980
19.49163731 0.00049980
19.80755216 0.00046084
19.80755216 0.00046084
20.10248234 0.00053016
20.14142261 0.00052554
19.99101837 0.00054115
19.99101837 0.00054115
20.39891996 0.00053042
20.68189102 0.00052695
20.19648755 0.00050135
20.19648755 0.00050135
20.07559084 0.00048459
20.07559084 0.00048459
20.29286708 0.00049300
20.29286708 0.00049300
20.41663270 0.00038787
20.41663270 0.00038787
20.35604321 0.00050009
20.35604321 0.00050009
19.97019603 0.00054427
20.02879476 0.00053496
19.56643324 0.00040916
19.56643324 0.00040916
19.62336095 0.00050643
19.57654709 0.00050315
